years_experience,job_role,main_language,education,company_size,salary
14,데이터 엔지니어,C#,학사,대기업 (1000명~),8920
11,데이터 분석가,C#,석사,중견기업 (300~1000명),7350
3,모바일,SQL,고졸,대기업 (1000명~),5930
6,데이터 엔지니어,C/C++,석사,중소기업 (50~300명),6290
24,데이터 엔지니어,Python,학사,중견기업 (300~1000명),9110
14,데이터 분석가,C/C++,박사,중견기업 (300~1000명),8160
7,프론트엔드,JavaScript/TypeScript,석사,스타트업 (~50명),6190
10,데이터 엔지니어,Kotlin,석사,대기업 (1000명~),8080
15,ML 엔지니어,Kotlin,학사,중견기업 (300~1000명),8560
13,ML 엔지니어,Python,학사,스타트업 (~50명),7240
18,백엔드,SQL,학사,스타트업 (~50명),7200
6,ML 엔지니어,Python,학사,대기업 (1000명~),7650
16,ML 엔지니어,Go,학사,중견기업 (300~1000명),7140
11,프론트엔드,C/C++,석사,중견기업 (300~1000명),7290
24,DevOps/인프라,JavaScript/TypeScript,학사,중견기업 (300~1000명),8320
4,데이터 분석가,C#,석사,중소기업 (50~300명),6450
3,데이터 분석가,JavaScript/TypeScript,학사,중견기업 (300~1000명),5590
12,ML 엔지니어,SQL,석사,대기업 (1000명~),8650
13,데이터 분석가,기타,학사,스타트업 (~50명),6820
17,데이터 분석가,SQL,학사,중견기업 (300~1000명),7620
10,풀스택,C/C++,석사,중소기업 (50~300명),6940
23,QA,C#,석사,중소기업 (50~300명),8320
12,QA,C#,석사,중소기업 (50~300명),6890
3,프론트엔드,SQL,박사,대기업 (1000명~),6600
3,ML 엔지니어,C#,학사,스타트업 (~50명),5260
25,백엔드,C#,석사,중소기업 (50~300명),8190
3,모바일,C/C++,학사,중견기업 (300~1000명),5950
24,QA,C/C++,학사,스타트업 (~50명),8180
7,프론트엔드,C#,학사,중견기업 (300~1000명),5950
2,모바일,Kotlin,고졸,대기업 (1000명~),6270
7,프론트엔드,C/C++,학사,스타트업 (~50명),6500
15,ML 엔지니어,SQL,석사,스타트업 (~50명),8700
11,데이터 분석가,SQL,학사,대기업 (1000명~),7750
20,데이터 엔지니어,C/C++,석사,스타트업 (~50명),8590
15,QA,기타,학사,스타트업 (~50명),7920
10,데이터 분석가,Java,학사,대기업 (1000명~),7410
16,ML 엔지니어,기타,학사,대기업 (1000명~),8230
25,백엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),8140
10,프론트엔드,Go,고졸,중견기업 (300~1000명),7890
3,QA,JavaScript/TypeScript,학사,대기업 (1000명~),6880
10,DevOps/인프라,C/C++,학사,중견기업 (300~1000명),6960
21,데이터 엔지니어,C/C++,학사,중견기업 (300~1000명),8380
5,모바일,Kotlin,석사,대기업 (1000명~),6930
24,프론트엔드,Python,고졸,중견기업 (300~1000명),9110
15,DevOps/인프라,SQL,석사,중소기업 (50~300명),7190
15,DevOps/인프라,기타,석사,중소기업 (50~300명),6850
8,풀스택,Go,학사,중소기업 (50~300명),7620
23,데이터 엔지니어,C#,학사,중소기업 (50~300명),8570
0,데이터 엔지니어,Kotlin,학사,중소기업 (50~300명),4430
7,데이터 분석가,Java,학사,중소기업 (50~300명),6190
10,QA,Kotlin,고졸,대기업 (1000명~),7540
12,프론트엔드,Java,석사,중소기업 (50~300명),6590
12,풀스택,Kotlin,학사,스타트업 (~50명),6570
3,백엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),5590
5,ML 엔지니어,Kotlin,학사,스타트업 (~50명),5270
2,데이터 엔지니어,SQL,학사,중견기업 (300~1000명),5570
14,QA,Java,학사,중소기업 (50~300명),6950
9,데이터 분석가,Go,학사,중소기업 (50~300명),6610
14,프론트엔드,C#,박사,대기업 (1000명~),8380
15,데이터 분석가,JavaScript/TypeScript,고졸,스타트업 (~50명),6570
18,백엔드,Go,고졸,스타트업 (~50명),6800
14,ML 엔지니어,기타,학사,대기업 (1000명~),8530
16,ML 엔지니어,Python,학사,중견기업 (300~1000명),8260
15,DevOps/인프라,기타,석사,중견기업 (300~1000명),7470
16,모바일,SQL,석사,대기업 (1000명~),8540
16,풀스택,C#,석사,대기업 (1000명~),8430
8,백엔드,Go,학사,스타트업 (~50명),6290
6,모바일,C/C++,학사,중견기업 (300~1000명),5590
20,데이터 분석가,Java,석사,중견기업 (300~1000명),8830
8,ML 엔지니어,Go,학사,스타트업 (~50명),6340
14,ML 엔지니어,SQL,학사,대기업 (1000명~),8530
5,프론트엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),5530
11,풀스택,Kotlin,학사,대기업 (1000명~),7640
13,데이터 분석가,Kotlin,석사,중견기업 (300~1000명),8340
16,모바일,Kotlin,학사,중소기업 (50~300명),7850
13,백엔드,C/C++,박사,스타트업 (~50명),8230
9,DevOps/인프라,C/C++,학사,대기업 (1000명~),7830
25,ML 엔지니어,C/C++,고졸,중견기업 (300~1000명),9360
13,데이터 분석가,SQL,학사,스타트업 (~50명),6070
21,풀스택,기타,학사,스타트업 (~50명),7630
19,DevOps/인프라,C/C++,학사,중견기업 (300~1000명),8350
14,백엔드,기타,학사,스타트업 (~50명),7620
23,데이터 분석가,Go,학사,중견기업 (300~1000명),8490
3,DevOps/인프라,C/C++,석사,중견기업 (300~1000명),6460
23,QA,Python,학사,중소기업 (50~300명),8220
22,풀스택,Go,학사,중견기업 (300~1000명),9190
13,데이터 엔지니어,Go,학사,스타트업 (~50명),7280
19,프론트엔드,기타,석사,대기업 (1000명~),9150
13,프론트엔드,Kotlin,학사,대기업 (1000명~),7260
6,모바일,Python,학사,중소기업 (50~300명),5460
20,DevOps/인프라,Go,학사,중소기업 (50~300명),7250
6,ML 엔지니어,Kotlin,학사,중소기업 (50~300명),7040
8,데이터 분석가,C#,학사,대기업 (1000명~),7510
13,풀스택,C/C++,학사,중소기업 (50~300명),7680
21,프론트엔드,SQL,박사,중견기업 (300~1000명),8600
9,풀스택,Go,학사,대기업 (1000명~),7350
12,프론트엔드,Kotlin,학사,스타트업 (~50명),6840
1,프론트엔드,C#,학사,중견기업 (300~1000명),5760
3,ML 엔지니어,JavaScript/TypeScript,학사,스타트업 (~50명),6500
1,프론트엔드,C#,학사,중견기업 (300~1000명),5470
1,백엔드,기타,학사,중소기업 (50~300명),4950
22,데이터 분석가,Go,학사,대기업 (1000명~),9670
21,풀스택,Kotlin,학사,중소기업 (50~300명),8040
21,데이터 분석가,Java,학사,스타트업 (~50명),7650
1,프론트엔드,기타,석사,대기업 (1000명~),5690
2,프론트엔드,JavaScript/TypeScript,학사,대기업 (1000명~),5510
7,모바일,기타,학사,중견기업 (300~1000명),6480
14,ML 엔지니어,C#,박사,중견기업 (300~1000명),8570
8,모바일,기타,석사,중소기업 (50~300명),7090
12,데이터 분석가,기타,학사,중견기업 (300~1000명),7510
4,데이터 분석가,Kotlin,석사,스타트업 (~50명),6470
19,풀스택,기타,학사,스타트업 (~50명),6840
8,풀스택,Go,학사,대기업 (1000명~),8300
1,모바일,SQL,석사,중견기업 (300~1000명),4650
19,백엔드,Java,석사,스타트업 (~50명),7430
23,ML 엔지니어,Python,학사,스타트업 (~50명),8290
0,데이터 엔지니어,C#,학사,대기업 (1000명~),5500
11,풀스택,SQL,학사,스타트업 (~50명),6770
21,모바일,Kotlin,고졸,중소기업 (50~300명),7870
18,풀스택,C#,박사,스타트업 (~50명),7770
22,데이터 엔지니어,C#,학사,스타트업 (~50명),7510
10,ML 엔지니어,Go,학사,중소기업 (50~300명),7910
9,백엔드,SQL,학사,대기업 (1000명~),7790
18,모바일,SQL,학사,중소기업 (50~300명),8290
3,백엔드,Python,학사,중소기업 (50~300명),5790
6,데이터 분석가,Go,박사,중견기업 (300~1000명),6020
15,풀스택,C/C++,학사,중견기업 (300~1000명),7310
17,모바일,SQL,학사,중견기업 (300~1000명),8130
3,데이터 분석가,C#,학사,중견기업 (300~1000명),5600
13,풀스택,기타,학사,중견기업 (300~1000명),7190
9,모바일,C/C++,고졸,중견기업 (300~1000명),6410
13,ML 엔지니어,Kotlin,학사,중견기업 (300~1000명),8500
24,DevOps/인프라,Python,학사,중견기업 (300~1000명),9110
1,백엔드,기타,학사,중견기업 (300~1000명),5380
25,모바일,Java,석사,스타트업 (~50명),8190
11,DevOps/인프라,C/C++,학사,중견기업 (300~1000명),7590
20,데이터 분석가,SQL,학사,중견기업 (300~1000명),7600
11,프론트엔드,기타,학사,중소기업 (50~300명),6730
8,데이터 엔지니어,C#,학사,대기업 (1000명~),6320
20,프론트엔드,C#,석사,중소기업 (50~300명),7430
17,백엔드,Python,학사,스타트업 (~50명),7420
3,데이터 엔지니어,기타,학사,대기업 (1000명~),7480
18,데이터 분석가,Python,학사,스타트업 (~50명),6760
19,ML 엔지니어,Python,석사,중소기업 (50~300명),8460
10,모바일,C#,학사,중소기업 (50~300명),6830
24,DevOps/인프라,Python,학사,대기업 (1000명~),10160
16,모바일,Java,학사,중소기업 (50~300명),7620
8,ML 엔지니어,Go,학사,중견기업 (300~1000명),7760
0,백엔드,Kotlin,석사,중견기업 (300~1000명),4530
17,백엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),7810
5,DevOps/인프라,SQL,고졸,대기업 (1000명~),6730
19,DevOps/인프라,Go,학사,대기업 (1000명~),8680
13,QA,JavaScript/TypeScript,석사,중소기업 (50~300명),7550
12,풀스택,Kotlin,학사,대기업 (1000명~),7220
4,백엔드,Go,학사,중소기업 (50~300명),6350
18,QA,SQL,박사,스타트업 (~50명),7920
4,데이터 엔지니어,Java,학사,중소기업 (50~300명),5850
10,풀스택,JavaScript/TypeScript,석사,중견기업 (300~1000명),6640
21,ML 엔지니어,JavaScript/TypeScript,석사,스타트업 (~50명),8510
23,QA,C/C++,학사,중견기업 (300~1000명),9040
25,풀스택,SQL,학사,중소기업 (50~300명),8290
24,ML 엔지니어,Kotlin,학사,중소기업 (50~300명),9010
14,DevOps/인프라,C#,석사,스타트업 (~50명),7080
5,데이터 분석가,C#,석사,대기업 (1000명~),6910
21,데이터 엔지니어,SQL,박사,중소기업 (50~300명),8190
20,풀스택,C#,학사,스타트업 (~50명),7780
25,QA,JavaScript/TypeScript,학사,중소기업 (50~300명),8400
16,QA,Java,학사,중소기업 (50~300명),7490
3,QA,JavaScript/TypeScript,학사,중견기업 (300~1000명),5230
13,ML 엔지니어,Go,학사,중소기업 (50~300명),7640
11,백엔드,C#,석사,스타트업 (~50명),7240
21,모바일,C/C++,학사,대기업 (1000명~),8840
10,데이터 분석가,C#,고졸,중소기업 (50~300명),6430
8,QA,기타,학사,스타트업 (~50명),6850
2,데이터 분석가,기타,학사,중견기업 (300~1000명),4990
21,데이터 분석가,Java,석사,중견기업 (300~1000명),9110
19,프론트엔드,Java,학사,중견기업 (300~1000명),7650
1,DevOps/인프라,JavaScript/TypeScript,학사,중소기업 (50~300명),5270
11,모바일,SQL,학사,중소기업 (50~300명),7160
12,백엔드,C#,학사,중소기업 (50~300명),6850
12,QA,SQL,고졸,스타트업 (~50명),5900
23,프론트엔드,Go,석사,중소기업 (50~300명),7730
3,백엔드,C#,석사,대기업 (1000명~),6290
7,백엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),6950
4,데이터 분석가,C/C++,학사,중소기업 (50~300명),5300
6,백엔드,Java,고졸,스타트업 (~50명),5900
23,DevOps/인프라,C#,학사,중견기업 (300~1000명),8060
24,데이터 분석가,JavaScript/TypeScript,학사,중소기업 (50~300명),8180
1,풀스택,JavaScript/TypeScript,석사,스타트업 (~50명),4360
16,백엔드,Python,고졸,스타트업 (~50명),7260
6,데이터 분석가,SQL,석사,중견기업 (300~1000명),6410
5,프론트엔드,기타,학사,중견기업 (300~1000명),5630
7,QA,C#,학사,스타트업 (~50명),5590
5,풀스택,C#,학사,스타트업 (~50명),5300
12,데이터 분석가,기타,학사,중견기업 (300~1000명),6680
25,백엔드,C#,학사,중견기업 (300~1000명),9300
15,프론트엔드,Go,석사,중견기업 (300~1000명),7970
18,프론트엔드,C/C++,학사,스타트업 (~50명),6610
12,백엔드,C#,고졸,중견기업 (300~1000명),7000
0,ML 엔지니어,C#,학사,대기업 (1000명~),5570
2,QA,Kotlin,학사,중견기업 (300~1000명),5110
6,QA,Go,학사,스타트업 (~50명),6580
6,풀스택,C#,학사,중견기업 (300~1000명),6080
21,DevOps/인프라,Python,고졸,중소기업 (50~300명),8350
21,데이터 분석가,기타,학사,스타트업 (~50명),8190
22,백엔드,SQL,석사,중소기업 (50~300명),8600
16,백엔드,Java,석사,대기업 (1000명~),8030
14,데이터 분석가,JavaScript/TypeScript,고졸,중소기업 (50~300명),6670
16,모바일,기타,학사,대기업 (1000명~),8760
10,백엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),6460
17,QA,SQL,학사,중소기업 (50~300명),7830
20,ML 엔지니어,SQL,학사,스타트업 (~50명),7960
19,데이터 분석가,SQL,고졸,중견기업 (300~1000명),8020
15,QA,Python,학사,스타트업 (~50명),6460
1,QA,C#,학사,중소기업 (50~300명),4340
18,QA,Go,학사,중소기업 (50~300명),7320
9,풀스택,SQL,석사,중소기업 (50~300명),6930
19,DevOps/인프라,JavaScript/TypeScript,고졸,중소기업 (50~300명),7890
14,데이터 분석가,JavaScript/TypeScript,학사,스타트업 (~50명),7260
22,ML 엔지니어,Java,학사,중소기업 (50~300명),8400
8,DevOps/인프라,Kotlin,석사,대기업 (1000명~),7360
24,프론트엔드,기타,석사,스타트업 (~50명),8340
21,데이터 분석가,Java,학사,중소기업 (50~300명),7560
8,프론트엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),6910
12,풀스택,JavaScript/TypeScript,학사,중소기업 (50~300명),7000
13,모바일,기타,학사,중견기업 (300~1000명),7280
19,DevOps/인프라,C#,학사,스타트업 (~50명),7990
17,DevOps/인프라,JavaScript/TypeScript,학사,중소기업 (50~300명),7760
22,모바일,JavaScript/TypeScript,학사,중견기업 (300~1000명),7740
9,풀스택,Go,석사,중소기업 (50~300명),6570
13,데이터 분석가,C/C++,학사,대기업 (1000명~),8500
11,QA,Java,학사,대기업 (1000명~),7570
23,QA,SQL,학사,스타트업 (~50명),7040
7,풀스택,C/C++,학사,중소기업 (50~300명),6570
15,프론트엔드,JavaScript/TypeScript,학사,스타트업 (~50명),6910
3,ML 엔지니어,Kotlin,석사,스타트업 (~50명),6100
22,풀스택,Kotlin,석사,중소기업 (50~300명),7990
9,프론트엔드,Java,학사,중견기업 (300~1000명),7400
8,백엔드,Python,석사,중소기업 (50~300명),5960
15,모바일,Python,학사,중소기업 (50~300명),7090
12,모바일,Kotlin,고졸,중소기업 (50~300명),7030
22,데이터 엔지니어,Go,학사,대기업 (1000명~),10030
13,프론트엔드,SQL,학사,대기업 (1000명~),8120
13,ML 엔지니어,Go,학사,스타트업 (~50명),7210
2,ML 엔지니어,C/C++,학사,중견기업 (300~1000명),6790
0,데이터 분석가,Go,학사,중소기업 (50~300명),3440
10,프론트엔드,Kotlin,석사,중견기업 (300~1000명),7550
25,데이터 분석가,C/C++,학사,중견기업 (300~1000명),9050
23,ML 엔지니어,기타,석사,대기업 (1000명~),9670
16,모바일,기타,학사,스타트업 (~50명),7540
16,풀스택,SQL,석사,중소기업 (50~300명),7500
10,데이터 분석가,기타,학사,대기업 (1000명~),7760
4,모바일,C/C++,학사,스타트업 (~50명),4780
0,모바일,Java,학사,스타트업 (~50명),3880
8,모바일,C#,석사,중견기업 (300~1000명),6850
8,풀스택,Kotlin,학사,중견기업 (300~1000명),7440
4,ML 엔지니어,SQL,학사,중견기업 (300~1000명),6460
6,데이터 분석가,C/C++,석사,중견기업 (300~1000명),7350
0,데이터 분석가,JavaScript/TypeScript,학사,중견기업 (300~1000명),4460
15,데이터 엔지니어,C#,석사,스타트업 (~50명),7590
24,모바일,SQL,학사,중견기업 (300~1000명),8970
17,백엔드,Python,학사,중견기업 (300~1000명),8470
11,DevOps/인프라,JavaScript/TypeScript,학사,대기업 (1000명~),8080
10,백엔드,JavaScript/TypeScript,학사,스타트업 (~50명),5590
7,데이터 엔지니어,SQL,고졸,스타트업 (~50명),5670
3,풀스택,C#,고졸,중견기업 (300~1000명),6290
15,프론트엔드,Python,학사,중소기업 (50~300명),6870
14,백엔드,JavaScript/TypeScript,석사,스타트업 (~50명),7790
0,QA,Python,석사,대기업 (1000명~),5170
10,모바일,C#,학사,중소기업 (50~300명),6410
7,모바일,기타,학사,중소기업 (50~300명),5310
4,ML 엔지니어,Go,학사,스타트업 (~50명),5890
18,백엔드,SQL,석사,스타트업 (~50명),8730
13,데이터 엔지니어,Kotlin,석사,중견기업 (300~1000명),7690
16,데이터 분석가,SQL,학사,중소기업 (50~300명),7070
18,데이터 분석가,JavaScript/TypeScript,학사,스타트업 (~50명),7050
25,프론트엔드,기타,석사,중소기업 (50~300명),9100
20,QA,JavaScript/TypeScript,석사,스타트업 (~50명),7700
16,풀스택,C/C++,고졸,스타트업 (~50명),7000
22,ML 엔지니어,Kotlin,석사,중소기업 (50~300명),9990
12,ML 엔지니어,JavaScript/TypeScript,학사,중소기업 (50~300명),7760
25,모바일,JavaScript/TypeScript,고졸,스타트업 (~50명),7650
19,프론트엔드,Java,석사,중소기업 (50~300명),7520
16,풀스택,Python,학사,중소기업 (50~300명),8120
23,DevOps/인프라,C#,학사,중소기업 (50~300명),8380
13,QA,기타,석사,스타트업 (~50명),6250
18,QA,Java,석사,스타트업 (~50명),6820
7,풀스택,C/C++,고졸,스타트업 (~50명),5560
25,데이터 엔지니어,기타,학사,중소기업 (50~300명),7990
16,프론트엔드,Kotlin,석사,중견기업 (300~1000명),7260
20,ML 엔지니어,Python,학사,스타트업 (~50명),7780
11,모바일,C#,박사,중견기업 (300~1000명),7410
22,ML 엔지니어,Java,학사,중견기업 (300~1000명),8760
1,ML 엔지니어,JavaScript/TypeScript,학사,스타트업 (~50명),5840
2,QA,JavaScript/TypeScript,학사,스타트업 (~50명),4680
13,데이터 분석가,Go,석사,스타트업 (~50명),7270
19,모바일,Java,박사,스타트업 (~50명),8480
21,데이터 분석가,JavaScript/TypeScript,학사,중소기업 (50~300명),7900
11,프론트엔드,JavaScript/TypeScript,학사,스타트업 (~50명),6850
16,프론트엔드,C/C++,석사,대기업 (1000명~),8760
14,데이터 분석가,Go,고졸,중소기업 (50~300명),7320
24,DevOps/인프라,C/C++,고졸,중견기업 (300~1000명),10030
17,데이터 분석가,JavaScript/TypeScript,석사,중견기업 (300~1000명),8600
10,DevOps/인프라,C#,석사,중소기업 (50~300명),6670
25,프론트엔드,Go,석사,대기업 (1000명~),9770
2,데이터 분석가,Python,학사,대기업 (1000명~),5670
25,데이터 엔지니어,기타,학사,중소기업 (50~300명),8750
4,모바일,기타,석사,스타트업 (~50명),5060
7,백엔드,Go,학사,중소기업 (50~300명),6030
21,백엔드,Go,학사,스타트업 (~50명),8230
19,QA,Kotlin,석사,중소기업 (50~300명),8450
25,데이터 엔지니어,C/C++,학사,중소기업 (50~300명),8960
19,풀스택,C/C++,석사,중소기업 (50~300명),8590
16,풀스택,C/C++,학사,중견기업 (300~1000명),8150
9,백엔드,Java,박사,중소기업 (50~300명),7380
0,QA,SQL,학사,중소기업 (50~300명),3450
3,백엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),5900
7,ML 엔지니어,JavaScript/TypeScript,석사,중견기업 (300~1000명),8220
1,풀스택,기타,학사,중견기업 (300~1000명),5070
13,모바일,C#,석사,스타트업 (~50명),7130
20,풀스택,Go,학사,중견기업 (300~1000명),9190
25,DevOps/인프라,JavaScript/TypeScript,석사,스타트업 (~50명),8620
12,백엔드,JavaScript/TypeScript,석사,중견기업 (300~1000명),7730
22,모바일,Kotlin,학사,중견기업 (300~1000명),8800
25,풀스택,C#,고졸,중소기업 (50~300명),8220
22,풀스택,Java,학사,중견기업 (300~1000명),8150
12,프론트엔드,SQL,박사,대기업 (1000명~),8520
8,QA,C/C++,박사,중견기업 (300~1000명),7310
25,모바일,Kotlin,박사,중소기업 (50~300명),9940
6,모바일,C/C++,고졸,중견기업 (300~1000명),6770
10,모바일,Go,학사,중소기업 (50~300명),6660
1,QA,Kotlin,석사,중견기업 (300~1000명),5660
20,모바일,SQL,석사,대기업 (1000명~),9070
16,모바일,Java,학사,스타트업 (~50명),7920
2,풀스택,Kotlin,학사,스타트업 (~50명),4870
5,풀스택,기타,학사,중소기업 (50~300명),5950
14,백엔드,Go,학사,스타트업 (~50명),7270
14,데이터 엔지니어,Java,학사,중소기업 (50~300명),7540
20,백엔드,Java,고졸,스타트업 (~50명),7280
6,풀스택,Java,학사,중견기업 (300~1000명),6760
24,프론트엔드,Python,석사,스타트업 (~50명),8600
11,풀스택,Kotlin,석사,중소기업 (50~300명),7840
21,ML 엔지니어,기타,석사,중견기업 (300~1000명),9420
6,데이터 엔지니어,C#,학사,중소기업 (50~300명),6130
0,QA,Go,학사,중소기업 (50~300명),4260
1,모바일,Kotlin,학사,중견기업 (300~1000명),4900
9,QA,C/C++,학사,대기업 (1000명~),7820
24,백엔드,C#,학사,중견기업 (300~1000명),9210
1,데이터 분석가,Go,석사,스타트업 (~50명),5570
9,DevOps/인프라,JavaScript/TypeScript,석사,스타트업 (~50명),7000
2,데이터 분석가,Python,석사,대기업 (1000명~),6050
24,QA,Go,학사,중견기업 (300~1000명),8710
17,풀스택,SQL,학사,중견기업 (300~1000명),8110
19,백엔드,Python,학사,중견기업 (300~1000명),8070
18,ML 엔지니어,Java,고졸,스타트업 (~50명),8470
17,백엔드,JavaScript/TypeScript,석사,중소기업 (50~300명),8200
20,ML 엔지니어,SQL,학사,중견기업 (300~1000명),8300
0,ML 엔지니어,C#,석사,대기업 (1000명~),6660
22,DevOps/인프라,C#,학사,스타트업 (~50명),8130
19,데이터 분석가,Go,박사,중견기업 (300~1000명),8430
19,QA,JavaScript/TypeScript,박사,스타트업 (~50명),7680
10,프론트엔드,Kotlin,학사,대기업 (1000명~),8300
20,모바일,Python,석사,중소기업 (50~300명),9080
9,프론트엔드,Java,학사,중견기업 (300~1000명),7400
1,ML 엔지니어,SQL,석사,스타트업 (~50명),6270
23,ML 엔지니어,Go,석사,중견기업 (300~1000명),10410
6,DevOps/인프라,Java,석사,중견기업 (300~1000명),7160
2,ML 엔지니어,C/C++,석사,중소기업 (50~300명),6550
16,풀스택,Python,학사,대기업 (1000명~),8640
6,백엔드,Kotlin,석사,대기업 (1000명~),7670
22,QA,Kotlin,학사,대기업 (1000명~),8520
11,데이터 분석가,JavaScript/TypeScript,학사,중소기업 (50~300명),7190
0,백엔드,C/C++,학사,중견기업 (300~1000명),5090
24,QA,JavaScript/TypeScript,석사,중견기업 (300~1000명),8650
13,QA,C/C++,학사,중견기업 (300~1000명),7280
6,데이터 분석가,JavaScript/TypeScript,학사,중소기업 (50~300명),6300
17,ML 엔지니어,JavaScript/TypeScript,석사,중견기업 (300~1000명),8800
13,백엔드,C/C++,학사,스타트업 (~50명),6530
0,백엔드,SQL,학사,중소기업 (50~300명),4450
19,풀스택,Kotlin,학사,스타트업 (~50명),7550
10,데이터 엔지니어,JavaScript/TypeScript,학사,중소기업 (50~300명),6980
18,프론트엔드,기타,석사,스타트업 (~50명),7390
23,백엔드,Java,학사,스타트업 (~50명),8690
15,ML 엔지니어,기타,학사,중견기업 (300~1000명),8520
17,ML 엔지니어,JavaScript/TypeScript,석사,중소기업 (50~300명),8630
6,ML 엔지니어,C#,석사,스타트업 (~50명),6480
6,DevOps/인프라,Java,석사,중견기업 (300~1000명),6750
10,DevOps/인프라,Kotlin,고졸,대기업 (1000명~),7930
22,데이터 엔지니어,JavaScript/TypeScript,석사,대기업 (1000명~),9490
13,데이터 분석가,SQL,학사,대기업 (1000명~),7920
9,DevOps/인프라,Python,고졸,대기업 (1000명~),7600
20,모바일,C#,학사,중견기업 (300~1000명),8610
22,백엔드,Java,석사,대기업 (1000명~),9250
23,ML 엔지니어,기타,학사,대기업 (1000명~),9620
7,풀스택,C/C++,석사,중소기업 (50~300명),6220
18,QA,Kotlin,학사,대기업 (1000명~),9600
15,모바일,SQL,학사,중견기업 (300~1000명),7570
11,DevOps/인프라,C#,학사,중견기업 (300~1000명),7490
10,백엔드,Python,학사,대기업 (1000명~),7950
2,데이터 엔지니어,Java,학사,중소기업 (50~300명),5240
7,데이터 분석가,Java,석사,중소기업 (50~300명),6530
14,데이터 분석가,기타,석사,중견기업 (300~1000명),7770
23,풀스택,기타,학사,중견기업 (300~1000명),8100
22,QA,C#,학사,대기업 (1000명~),8930
4,모바일,기타,학사,대기업 (1000명~),5690
17,DevOps/인프라,JavaScript/TypeScript,학사,중견기업 (300~1000명),8930
2,모바일,Kotlin,학사,대기업 (1000명~),6440
17,백엔드,C/C++,학사,스타트업 (~50명),7880
8,DevOps/인프라,JavaScript/TypeScript,석사,대기업 (1000명~),6890
11,프론트엔드,JavaScript/TypeScript,학사,스타트업 (~50명),6310
18,풀스택,C/C++,학사,중견기업 (300~1000명),8820
11,DevOps/인프라,C/C++,학사,스타트업 (~50명),8830
20,QA,Java,학사,중견기업 (300~1000명),8660
13,QA,C/C++,학사,중소기업 (50~300명),7540
25,모바일,Java,학사,스타트업 (~50명),8470
16,ML 엔지니어,기타,석사,중견기업 (300~1000명),8520
7,풀스택,C/C++,학사,중견기업 (300~1000명),7210
20,ML 엔지니어,Python,학사,스타트업 (~50명),7780
10,데이터 분석가,Go,학사,중견기업 (300~1000명),6700
13,백엔드,SQL,학사,스타트업 (~50명),6400
3,모바일,C/C++,학사,스타트업 (~50명),5810
3,데이터 분석가,SQL,학사,스타트업 (~50명),5160
14,풀스택,Go,학사,중견기업 (300~1000명),7860
4,모바일,Kotlin,학사,중견기업 (300~1000명),6150
25,데이터 분석가,JavaScript/TypeScript,석사,중견기업 (300~1000명),8470
22,백엔드,Python,석사,대기업 (1000명~),9020
18,프론트엔드,C/C++,학사,중견기업 (300~1000명),7870
19,ML 엔지니어,기타,학사,중견기업 (300~1000명),7940
15,모바일,SQL,석사,대기업 (1000명~),8170
1,데이터 엔지니어,SQL,박사,중소기업 (50~300명),5090
10,데이터 엔지니어,SQL,석사,스타트업 (~50명),7240
12,데이터 분석가,C/C++,고졸,스타트업 (~50명),7050
23,모바일,JavaScript/TypeScript,학사,중견기업 (300~1000명),7990
5,데이터 분석가,기타,고졸,중소기업 (50~300명),5530
12,DevOps/인프라,Go,석사,스타트업 (~50명),8250
8,QA,JavaScript/TypeScript,학사,대기업 (1000명~),6630
3,풀스택,JavaScript/TypeScript,학사,대기업 (1000명~),6480
2,ML 엔지니어,SQL,학사,중소기업 (50~300명),5650
9,QA,Python,학사,스타트업 (~50명),6790
2,백엔드,Python,학사,스타트업 (~50명),5260
1,DevOps/인프라,Kotlin,고졸,중소기업 (50~300명),4740
9,데이터 분석가,Python,학사,대기업 (1000명~),7480
5,QA,Java,석사,중견기업 (300~1000명),6400
14,데이터 엔지니어,기타,학사,스타트업 (~50명),7180
0,DevOps/인프라,C/C++,학사,중소기업 (50~300명),3590
7,프론트엔드,Kotlin,석사,스타트업 (~50명),6970
11,프론트엔드,C#,석사,중소기업 (50~300명),7570
25,QA,Python,학사,중소기업 (50~300명),7830
16,데이터 분석가,Java,학사,중견기업 (300~1000명),7710
22,데이터 엔지니어,Kotlin,학사,중소기업 (50~300명),8350
8,프론트엔드,Python,학사,대기업 (1000명~),6780
11,풀스택,Go,학사,스타트업 (~50명),6040
10,DevOps/인프라,C/C++,학사,중견기업 (300~1000명),7070
23,풀스택,C/C++,학사,스타트업 (~50명),7990
24,데이터 엔지니어,기타,학사,중소기업 (50~300명),7810
25,풀스택,Go,학사,대기업 (1000명~),9480
19,풀스택,Go,학사,중견기업 (300~1000명),8900
13,프론트엔드,C/C++,석사,스타트업 (~50명),7650
14,QA,C/C++,학사,중소기업 (50~300명),7140
25,QA,Kotlin,학사,중견기업 (300~1000명),7850
